keyword,search_volume,cpc,competition_level,low_bid,high_bid,difficulty,estimated_traffic,trend_monthly,competitor_domain,suggested_min_bid,suggested_max_bid,bid_strategy
cash advance charges on credit card,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance credit card fee,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance credit card interest,110,12.479999542236328,LOW,1.4199999570846558,8.399999618530273,0,33.439998626708984,-22,www.rbcroyalbank.com,1.1359999656677247,10.079999542236328,Standard
cash advance credit card rates,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance credit card rbc,90,0.0,LOW,0.0,0.0,0,27.360000610351562,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance de fonds,110,0.0,LOW,0.0,0.0,0,33.439998626708984,40,www.rbcroyalbank.com,0.0,0.0,Aggressive
cash advance fee mastercard,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance fee on credit card,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance fee rbc,590,6.329999923706055,LOW,3.2899999618530273,12.760000228881836,0,179.36000061035156,-19,www.rbcroyalbank.com,2.631999969482422,15.312000274658203,Standard
cash advance fee visa,90,6.949999809265137,LOW,0.0,0.0,0,27.360000610351562,-22,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance interest,320,7.619999885559082,LOW,1.5299999713897705,6.980000019073486,0,97.27999877929688,-19,www.rbcroyalbank.com,1.2239999771118164,8.376000022888183,Standard
cash advance interest credit card,110,12.479999542236328,LOW,1.4199999570846558,8.399999618530273,0,33.439998626708984,-22,www.rbcroyalbank.com,1.1359999656677247,10.079999542236328,Standard
cash advance interest rate,90,0.0,LOW,3.440000057220459,5.889999866485596,0,27.360000610351562,-22,www.rbcroyalbank.com,2.7520000457763674,7.067999839782715,Standard
cash advance interest rbc,390,12.630000114440918,LOW,2.9600000381469727,9.729999542236328,0,118.55999755859375,0,www.rbcroyalbank.com,2.368000030517578,11.675999450683593,Standard
cash advance on credit card fee,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance on credit card interest,110,12.479999542236328,LOW,1.4199999570846558,8.399999618530273,0,33.439998626708984,-22,www.rbcroyalbank.com,1.1359999656677247,10.079999542236328,Standard
cash advance on visa,110,0.0,LOW,2.680000066757202,11.020000457763672,0,33.439998626708984,-22,www.rbcroyalbank.com,2.1440000534057617,13.224000549316406,Standard
cash advance on visa credit card,110,0.0,LOW,2.680000066757202,11.020000457763672,0,33.439998626708984,-22,www.rbcroyalbank.com,2.1440000534057617,13.224000549316406,Standard
cash advance rate,140,0.0,LOW,0.0,0.0,0,42.560001373291016,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance rate credit card,720,12.5,LOW,2.6399998664855957,9.699999809265137,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1119998931884765,11.639999771118164,Standard
cash advance rate definition,90,0.0,LOW,0.0,0.0,0,27.360000610351562,-22,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance rate meaning,90,0.0,LOW,0.0,0.0,0,27.360000610351562,-22,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance rates,140,0.0,LOW,0.0,0.0,0,42.560001373291016,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash advance rbc,260,21.309999465942383,LOW,3.799999952316284,11.119999885559082,0,79.04000091552734,-19,www.rbcroyalbank.com,3.0399999618530273,13.343999862670898,Standard
cash advance visa,110,0.0,LOW,2.680000066757202,11.020000457763672,0,33.439998626708984,-22,www.rbcroyalbank.com,2.1440000534057617,13.224000549316406,Standard
cash advance visa credit card,110,0.0,LOW,2.680000066757202,11.020000457763672,0,33.439998626708984,-22,www.rbcroyalbank.com,2.1440000534057617,13.224000549316406,Standard
cash back business credit cards,140,14.729999542236328,MEDIUM,4.489999771118164,20.530000686645508,0,42.560001373291016,-21,www.rbcroyalbank.com,3.5919998168945315,24.63600082397461,Standard
cash back calculator,140,0.0,LOW,0.0,0.0,0,42.560001373291016,22,www.rbcroyalbank.com,0.0,0.0,Aggressive
cash back from mortgage,720,3.1700000762939453,MEDIUM,0.8700000047683716,3.559999942779541,0,218.8800048828125,0,www.rbcroyalbank.com,0.6960000038146973,4.271999931335449,Standard
cash back mortgage,720,3.1700000762939453,MEDIUM,0.8700000047683716,3.559999942779541,0,218.8800048828125,0,www.rbcroyalbank.com,0.6960000038146973,4.271999931335449,Standard
cash back mortgage canada,70,3.0199999809265137,HIGH,0.8600000143051147,3.0799999237060547,0,21.280000686645508,40,www.rbcroyalbank.com,0.6880000114440918,3.6959999084472654,Conservative
cash back mortgage offers,110,3.059999942779541,HIGH,1.0800000429153442,3.5199999809265137,0,33.439998626708984,0,www.rbcroyalbank.com,0.8640000343322755,4.223999977111816,Conservative
cash back mortgage rbc,590,0.9800000190734864,LOW,0.1800000071525573,1.7799999713897705,0,179.36000061035156,0,www.rbcroyalbank.com,0.14400000572204583,2.1359999656677244,Standard
cash back mortgages canada,70,3.0199999809265137,HIGH,0.8600000143051147,3.0799999237060547,0,21.280000686645508,40,www.rbcroyalbank.com,0.6880000114440918,3.6959999084472654,Conservative
cash back mortgages in canada,70,3.0199999809265137,HIGH,0.8600000143051147,3.0799999237060547,0,21.280000686645508,40,www.rbcroyalbank.com,0.6880000114440918,3.6959999084472654,Conservative
cash back rbc,1600,1.149999976158142,MEDIUM,0.3300000131130218,3.5,0,486.3999938964844,-19,www.rbcroyalbank.com,0.26400001049041744,4.2,Standard
cash back reward credit cards,70,4.480000019073486,LOW,2.7799999713897705,6.590000152587891,0,21.280000686645508,0,www.rbcroyalbank.com,2.2239999771118164,7.908000183105468,Standard
cash back rewards credit card,70,4.480000019073486,LOW,2.7799999713897705,6.590000152587891,0,21.280000686645508,0,www.rbcroyalbank.com,2.2239999771118164,7.908000183105468,Standard
cash back rewards credit cards,70,4.480000019073486,LOW,2.7799999713897705,6.590000152587891,0,21.280000686645508,0,www.rbcroyalbank.com,2.2239999771118164,7.908000183105468,Standard
cash back student credit card,70,6.670000076293945,LOW,1.7999999523162842,8.699999809265137,0,21.280000686645508,-22,www.rbcroyalbank.com,1.4399999618530275,10.439999771118163,Standard
cash deposit machine near me,210,0.0099999997764825,LOW,0.0,0.0,0,63.84000015258789,21,www.rbcroyalbank.com,0.0,0.0,Aggressive
cash interest charge,260,33.04999923706055,LOW,0.0,0.0,0,79.04000091552734,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash withdrawal limit,210,0.0,LOW,0.0,0.0,0,63.84000015258789,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash withdrawal limit from bank per day,170,0.0,LOW,0.0,0.0,0,51.68000030517578,0,www.rbcroyalbank.com,0.0,0.0,Standard
cash withdrawal limits,210,0.0,LOW,0.0,0.0,0,63.84000015258789,0,www.rbcroyalbank.com,0.0,0.0,Standard
cashback bonus,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cashback bonuses,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cashback mastercard rbc,4400,0.8799999952316284,LOW,0.3300000131130218,3.740000009536743,0,1337.5999755859375,0,www.rbcroyalbank.com,0.26400001049041744,4.488000011444091,Standard
cashback mortgage,720,3.1700000762939453,MEDIUM,0.8700000047683716,3.559999942779541,0,218.8800048828125,0,www.rbcroyalbank.com,0.6960000038146973,4.271999931335449,Standard
cashback mortgage offers,110,3.059999942779541,HIGH,1.0800000429153442,3.5199999809265137,0,33.439998626708984,0,www.rbcroyalbank.com,0.8640000343322755,4.223999977111816,Conservative
cashback rbc,70,0.6899999976158142,LOW,0.3000000119209289,3.889999866485596,0,21.280000686645508,-43,www.rbcroyalbank.com,0.24000000953674314,4.667999839782715,Standard
cc code rbc,50,0.0,LOW,0.0,0.0,0,15.199999809265137,0,www.rbcroyalbank.com,0.0,0.0,Standard
celi banque royale,50,1.7400000095367432,MEDIUM,0.5899999737739563,1.930000066757202,0,15.199999809265137,-40,www.rbcroyalbank.com,0.4719999790191651,2.3160000801086422,Standard
celi calculator,110,1.7799999713897705,LOW,0.4699999988079071,1.6600000858306885,0,33.439998626708984,-36,www.rbcroyalbank.com,0.3759999990463257,1.9920001029968262,Standard
celi rbc,590,1.9600000381469729,MEDIUM,0.8600000143051147,3.4800000190734863,0,179.36000061035156,-19,www.rbcroyalbank.com,0.6880000114440918,4.176000022888183,Standard
celi rbc taux,170,1.8899999856948853,MEDIUM,0.6000000238418579,1.5899999141693115,0,51.68000030517578,-21,www.rbcroyalbank.com,0.48000001907348633,1.9079998970031737,Standard
celi taux de rendement,110,2.5399999618530273,MEDIUM,0.5299999713897705,1.6600000858306885,0,33.439998626708984,-22,www.rbcroyalbank.com,0.4239999771118164,1.9920001029968262,Standard
celiapp rbc,720,2.630000114440918,MEDIUM,1.2000000476837158,8.25,0,218.8800048828125,-18,www.rbcroyalbank.com,0.9600000381469727,9.9,Standard
cell phone insurance canada,90,1.809999942779541,LOW,0.0,0.0,0,27.360000610351562,0,www.rbcroyalbank.com,0.0,0.0,Standard
certified cheque rbc,720,5.380000114440918,LOW,2.7100000381469727,10.9399995803833,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1680000305175784,13.12799949645996,Standard
certified cheques rbc,720,5.380000114440918,LOW,2.7100000381469727,10.9399995803833,0,218.8800048828125,-18,www.rbcroyalbank.com,2.1680000305175784,13.12799949645996,Standard
change address rbc,590,0.2399999946355819,LOW,0.2300000041723251,1.7699999809265137,0,179.36000061035156,0,www.rbcroyalbank.com,0.1840000033378601,2.1239999771118163,Standard
change credit card pin,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.rbcroyalbank.com,0.0,0.0,Standard
change pin on credit card,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.rbcroyalbank.com,0.0,0.0,Standard
change rbc password,1300,8.449999809265137,LOW,2.4600000381469727,7.599999904632568,0,395.20001220703125,30,www.rbcroyalbank.com,1.9680000305175782,9.119999885559082,Aggressive
changing pin on credit card,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.rbcroyalbank.com,0.0,0.0,Standard
charge for international bank transfer,210,2.690000057220459,MEDIUM,0.8199999928474426,3.7300000190734863,0,63.84000015258789,-35,www.rbcroyalbank.com,0.6559999942779542,4.476000022888184,Standard
chattel mortgage rates canada,70,3.7899999618530273,MEDIUM,1.2300000190734863,4.179999828338623,0,21.280000686645508,40,www.rbcroyalbank.com,0.9840000152587891,5.015999794006348,Aggressive
cheapest cities to buy a house in the us,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cheapest house usa,390,0.6899999976158142,LOW,0.050000000745058,0.3300000131130218,0,118.55999755859375,-19,www.rbcroyalbank.com,0.0400000005960464,0.39600001573562615,Standard
cheapest houses in america,390,0.6899999976158142,LOW,0.050000000745058,0.3300000131130218,0,118.55999755859375,-19,www.rbcroyalbank.com,0.0400000005960464,0.39600001573562615,Standard
cheapest houses in usa,390,0.6899999976158142,LOW,0.050000000745058,0.3300000131130218,0,118.55999755859375,-19,www.rbcroyalbank.com,0.0400000005960464,0.39600001573562615,Standard
cheapest loan,110,8.960000038146973,HIGH,3.5999999046325684,11.020000457763672,0,33.439998626708984,56,www.rbcroyalbank.com,2.879999923706055,13.224000549316406,Conservative
cheapest loans,110,8.960000038146973,HIGH,3.5999999046325684,11.020000457763672,0,33.439998626708984,56,www.rbcroyalbank.com,2.879999923706055,13.224000549316406,Conservative
cheapest place to buy a house in usa,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cheapest place to buy a house usa,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cheapest places to buy a house in the us,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.rbcroyalbank.com,0.0,0.0,Standard
cheapest real estate in the us,210,0.4900000095367431,LOW,0.0599999986588954,0.4000000059604645,0,63.84000015258789,-47,www.rbcroyalbank.com,0.04799999892711632,0.48000000715255736,Standard
cheapest real estate in us,210,0.4900000095367431,LOW,0.0599999986588954,0.4000000059604645,0,63.84000015258789,-47,www.rbcroyalbank.com,0.04799999892711632,0.48000000715255736,Standard
check credit score on rbc app,50,0.0,LOW,3.559999942779541,9.90999984741211,0,15.199999809265137,0,www.rbcroyalbank.com,2.847999954223633,11.891999816894531,Standard
check credit score rbc,720,6.369999885559082,MEDIUM,1.850000023841858,7.639999866485596,0,218.8800048828125,-34,www.rbcroyalbank.com,1.4800000190734863,9.167999839782714,Standard
check credit score rbc app,110,4.25,LOW,2.740000009536743,9.350000381469728,0,33.439998626708984,50,www.rbcroyalbank.com,2.1920000076293946,11.220000457763673,Aggressive
check credit score rbc mobile,70,3.910000085830689,MEDIUM,1.3600000143051147,4.679999828338623,0,21.280000686645508,-50,www.rbcroyalbank.com,1.0880000114440918,5.615999794006347,Standard
check my credit score rbc,110,7.309999942779541,MEDIUM,2.7799999713897705,6.650000095367432,0,33.439998626708984,-29,www.rbcroyalbank.com,2.2239999771118164,7.980000114440918,Standard
check your other device with rbc mobile installed,70,0.0,LOW,0.0,0.0,0,21.280000686645508,40,www.rbcroyalbank.com,0.0,0.0,Aggressive
cheque annulé rbc,170,4.769999980926514,LOW,0.0,0.0,0,51.68000030517578,-18,www.rbcroyalbank.com,0.0,0.0,Standard
cheque deposit available funds rbc,90,0.0,LOW,0.0,0.0,0,27.360000610351562,-18,www.rbcroyalbank.com,0.0,0.0,Standard
cheque deposit rbc,480,6.420000076293945,LOW,3.5,12.229999542236328,0,145.9199981689453,-33,www.rbcroyalbank.com,2.8000000000000003,14.675999450683593,Standard
cheque numbers rbc,720,0.0,LOW,0.0,0.0,0,218.8800048828125,-18,www.rbcroyalbank.com,0.0,0.0,Standard
cheque pro rbc,110,0.0,LOW,0.0,0.0,0,33.439998626708984,-18,www.rbcroyalbank.com,0.0,0.0,Standard
cheque rbc,6600,1.950000047683716,MEDIUM,1.3899999856948853,8.529999732971191,0,2006.4000244140625,0,www.rbcroyalbank.com,1.1119999885559082,10.23599967956543,Standard
cheque stop payment,140,0.0,LOW,0.0,0.0,0,42.560001373291016,0,www.rbcroyalbank.com,0.0,0.0,Standard
cheque transit number rbc,1000,0.0,LOW,0.0,0.0,0,304.0,-32,www.rbcroyalbank.com,0.0,0.0,Standard
cheque-pro rbc,110,0.0,LOW,0.0,0.0,0,33.439998626708984,-18,www.rbcroyalbank.com,0.0,0.0,Standard
cheques rbc,6600,1.950000047683716,MEDIUM,1.3899999856948853,8.529999732971191,0,2006.4000244140625,0,www.rbcroyalbank.com,1.1119999885559082,10.23599967956543,Standard
chilliwack banks,140,6.909999847412109,MEDIUM,2.3499999046325684,11.1899995803833,0,42.560001373291016,-21,www.rbcroyalbank.com,1.8799999237060547,13.427999496459961,Standard
chilliwack rbc,1600,3.490000009536743,LOW,1.6600000858306885,10.0600004196167,0,486.3999938964844,0,www.rbcroyalbank.com,1.3280000686645508,12.072000503540039,Standard
cibc free ipad,70,0.0,LOW,0.949999988079071,3.5799999237060547,0,4.9770002365112305,-33,www.rbcroyalbank.com,0.7599999904632568,4.295999908447265,Standard
clearing code rbc,210,0.0,LOW,0.0,0.0,0,63.84000015258789,0,www.rbcroyalbank.com,0.0,0.0,Standard
client card,210,8.949999809265137,LOW,3.3499999046325684,14.520000457763672,0,63.84000015258789,0,www.rbcroyalbank.com,2.6799999237060548,17.424000549316407,Standard
client card rbc,1600,4.199999809265137,LOW,1.5099999904632568,8.479999542236328,0,486.3999938964844,0,www.rbcroyalbank.com,1.2079999923706055,10.175999450683593,Standard
close account rbc,110,0.0,LOW,0.0,0.0,0,33.439998626708984,-18,www.rbcroyalbank.com,0.0,0.0,Standard
close mortgage,320,1.6100000143051147,LOW,0.800000011920929,3.910000085830689,0,97.27999877929688,0,www.rbcroyalbank.com,0.6400000095367432,4.692000102996826,Standard
close rbc account online,70,5.909999847412109,LOW,0.0,0.0,0,21.280000686645508,29,www.rbcroyalbank.com,0.0,0.0,Aggressive
closed mortgage,320,1.6100000143051147,LOW,0.800000011920929,3.910000085830689,0,97.27999877929688,0,www.rbcroyalbank.com,0.6400000095367432,4.692000102996826,Standard
closed mortgage rates,70,2.0799999237060547,MEDIUM,0.5299999713897705,1.9700000286102295,0,21.280000686645508,-22,www.rbcroyalbank.com,0.4239999771118164,2.364000034332275,Standard
closed mortgages,320,1.6100000143051147,LOW,0.800000011920929,3.910000085830689,0,97.27999877929688,0,www.rbcroyalbank.com,0.6400000095367432,4.692000102996826,Standard
closed variable mortgage rates,70,1.190000057220459,MEDIUM,0.4099999964237213,1.5199999809265137,0,21.280000686645508,-29,www.rbcroyalbank.com,0.3279999971389771,1.8239999771118163,Standard
closest bank to my location,90,2.9200000762939453,MEDIUM,0.5099999904632568,5.840000152587891,0,27.360000610351562,29,www.rbcroyalbank.com,0.40799999237060547,7.008000183105469,Aggressive
10 year fixed mortgage rates alberta,90,1.3600000143051147,MEDIUM,0.6899999976158142,2.5199999809265137,0,27.360000610351562,0,wowa.ca,0.5519999980926514,3.0239999771118162,Standard
1980s interest rates,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-20,wowa.ca,0.0,0.0,Standard
2025 mortgage rate predictions canada,110,0.2899999916553497,LOW,0.050000000745058,5.690000057220459,0,33.439998626708984,-20,wowa.ca,0.0400000005960464,6.828000068664551,Standard
2nd mortgage calculator,480,6.639999866485596,HIGH,1.180000066757202,7.170000076293945,0,145.9199981689453,-19,wowa.ca,0.9440000534057615,8.604000091552734,Conservative
2nd mortgages calculator,480,6.639999866485596,HIGH,1.180000066757202,7.170000076293945,0,145.9199981689453,-19,wowa.ca,0.9440000534057615,8.604000091552734,Conservative
3 year fixed mortgage rates alberta,70,1.2899999618530271,MEDIUM,0.5899999737739563,1.8899999856948853,0,21.280000686645508,50,wowa.ca,0.4719999790191651,2.2679999828338624,Aggressive
3 year mortgage rates canada,320,1.559999942779541,MEDIUM,0.4799999892711639,1.9900000095367432,0,97.27999877929688,52,wowa.ca,0.38399999141693114,2.388000011444092,Aggressive
3-year fixed mortgage rates alberta,70,1.2899999618530271,MEDIUM,0.5899999737739563,1.8899999856948853,0,21.280000686645508,50,wowa.ca,0.4719999790191651,2.2679999828338624,Aggressive
3-year fixed mortgage rates canada,480,1.680000066757202,MEDIUM,0.5600000023841858,2.0399999618530273,0,145.9199981689453,-34,wowa.ca,0.4480000019073487,2.447999954223633,Standard
30 year mortgage rates canada,320,1.920000076293945,LOW,0.4399999976158142,1.940000057220459,0,97.27999877929688,-19,wowa.ca,0.35199999809265137,2.328000068664551,Standard
35 year amortization canada,70,2.5199999809265137,LOW,0.699999988079071,2.2699999809265137,0,21.280000686645508,25,wowa.ca,0.5599999904632569,2.7239999771118164,Aggressive
35 year mortgage canada,110,1.950000047683716,MEDIUM,0.8899999856948853,3.650000095367432,0,33.439998626708984,-36,wowa.ca,0.7119999885559083,4.380000114440918,Standard
35-year mortgage canada,110,1.950000047683716,MEDIUM,0.8899999856948853,3.650000095367432,0,33.439998626708984,-36,wowa.ca,0.7119999885559083,4.380000114440918,Standard
40 year amortization canada,90,2.369999885559082,LOW,0.800000011920929,2.809999942779541,0,27.360000610351562,0,wowa.ca,0.6400000095367432,3.371999931335449,Standard
40 year mortgage canada,110,1.7000000476837158,MEDIUM,0.7400000095367432,2.8299999237060547,0,33.439998626708984,-22,wowa.ca,0.5920000076293945,3.3959999084472656,Standard
40 year mortgage in canada,110,1.7000000476837158,MEDIUM,0.7400000095367432,2.8299999237060547,0,33.439998626708984,-22,wowa.ca,0.5920000076293945,3.3959999084472656,Standard
40-year amortization canada,90,2.369999885559082,LOW,0.800000011920929,2.809999942779541,0,27.360000610351562,0,wowa.ca,0.6400000095367432,3.371999931335449,Standard
5 year fixed mortgage rates alberta,260,1.399999976158142,MEDIUM,0.5899999737739563,1.579999923706055,0,79.04000091552734,-19,wowa.ca,0.4719999790191651,1.8959999084472658,Standard
5 year fixed mortgage rates manitoba,50,3.7699999809265137,LOW,0.7400000095367432,2.5399999618530273,0,15.199999809265137,0,wowa.ca,0.5920000076293945,3.047999954223633,Standard
5 year mortgage rates alberta,260,1.399999976158142,MEDIUM,0.5899999737739563,1.579999923706055,0,79.04000091552734,-19,wowa.ca,0.4719999790191651,1.8959999084472658,Standard
5-year fixed mortgage rates manitoba,50,3.7699999809265137,LOW,0.7400000095367432,2.5399999618530273,0,15.199999809265137,0,wowa.ca,0.5920000076293945,3.047999954223633,Standard
5-year mortgage rates bc,590,1.2899999618530271,MEDIUM,0.4600000083446502,1.5899999141693115,0,179.36000061035156,0,wowa.ca,0.3680000066757202,1.9079998970031737,Standard
6 month convertible mortgage,70,0.0,LOW,1.090000033378601,4.269999980926514,0,21.280000686645508,0,wowa.ca,0.8720000267028809,5.123999977111816,Standard
6 month gic rates,110,1.7599999904632568,MEDIUM,0.4199999868869781,2.200000047683716,0,33.439998626708984,-18,wowa.ca,0.3359999895095825,2.6400000572204587,Standard
6-month convertible mortgage,70,0.0,LOW,1.090000033378601,4.269999980926514,0,21.280000686645508,0,wowa.ca,0.8720000267028809,5.123999977111816,Standard
accelerated bi weekly vs biweekly,90,0.0,LOW,0.0,0.0,0,27.360000610351562,-22,wowa.ca,0.0,0.0,Standard
advertise to real estate agents,90,9.8100004196167,LOW,3.660000085830689,10.0,0,27.360000610351562,-22,wowa.ca,2.9280000686645513,12.0,Standard
advertising to real estate agents,90,9.8100004196167,LOW,3.660000085830689,10.0,0,27.360000610351562,-22,wowa.ca,2.9280000686645513,12.0,Standard
alberta average house price,260,1.25,LOW,0.25,0.7200000286102295,0,79.04000091552734,-46,wowa.ca,0.2,0.8640000343322753,Standard
alberta capital gains tax calculator,140,0.800000011920929,LOW,0.0,0.0,0,42.560001373291016,-21,wowa.ca,0.0,0.0,Standard
alberta closing costs calculator,90,0.6899999976158142,LOW,0.0,0.0,0,27.360000610351562,-29,wowa.ca,0.0,0.0,Standard
alberta house prices chart,70,2.130000114440918,LOW,0.3600000143051147,1.180000066757202,0,21.280000686645508,-44,wowa.ca,0.28800001144409176,1.4160000801086423,Standard
alberta housing market,320,1.7699999809265137,LOW,0.3499999940395355,1.6399999856948853,0,97.27999877929688,-33,wowa.ca,0.27999999523162844,1.9679999828338621,Standard
alberta housing market forecast 2025,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-50,wowa.ca,0.0,0.0,Standard
alberta land transfer tax,590,0.0299999993294477,LOW,0.0199999995529651,0.0900000035762786,0,179.36000061035156,-34,wowa.ca,0.015999999642372083,0.10800000429153432,Standard
alberta land transfer tax calculator,70,0.0399999991059303,LOW,0.0,0.0,0,21.280000686645508,-44,wowa.ca,0.0,0.0,Standard
alberta mortgage interest rate,14800,2.2100000381469727,HIGH,0.6700000166893005,2.240000009536743,0,4499.2001953125,-18,wowa.ca,0.5360000133514404,2.6880000114440916,Conservative
alberta mortgage interest rates,14800,2.2100000381469727,HIGH,0.6700000166893005,2.240000009536743,0,4499.2001953125,-18,wowa.ca,0.5360000133514404,2.6880000114440916,Conservative
alberta mortgage rate forecast,590,1.8799999952316284,MEDIUM,0.449999988079071,1.930000066757202,0,179.36000061035156,-19,wowa.ca,0.3599999904632568,2.3160000801086422,Standard
alberta mortgage rates,14800,2.2100000381469727,HIGH,0.6700000166893005,2.240000009536743,0,4499.2001953125,-18,wowa.ca,0.5360000133514404,2.6880000114440916,Conservative
alberta mortgage rates 5 year fixed,390,1.7000000476837158,MEDIUM,0.6100000143051147,1.7799999713897705,0,118.55999755859375,-19,wowa.ca,0.48800001144409183,2.1359999656677244,Standard
alberta mortgage rates 5-year fixed,390,1.7000000476837158,MEDIUM,0.6100000143051147,1.7799999713897705,0,118.55999755859375,-19,wowa.ca,0.48800001144409183,2.1359999656677244,Standard
alberta mortgage rates comparison,90,2.880000114440918,HIGH,0.8500000238418579,3.309999942779541,0,27.360000610351562,0,wowa.ca,0.6800000190734864,3.971999931335449,Conservative
alberta mortgage rates forecast,590,1.8799999952316284,MEDIUM,0.449999988079071,1.930000066757202,0,179.36000061035156,-19,wowa.ca,0.3599999904632568,2.3160000801086422,Standard
alberta mortgage rates today,70,2.009999990463257,MEDIUM,0.6299999952316284,2.6700000762939453,0,21.280000686645508,-29,wowa.ca,0.5039999961853028,3.2040000915527345,Standard
alberta private mortgage lenders,140,13.899999618530272,HIGH,4.090000152587891,16.43000030517578,0,42.560001373291016,-18,wowa.ca,3.2720001220703128,19.716000366210938,Conservative
alberta property transfer tax,140,0.0,LOW,0.0,0.0,0,42.560001373291016,27,wowa.ca,0.0,0.0,Aggressive
alberta real estate agent fees,880,9.050000190734863,LOW,1.0399999618530271,6.789999961853027,0,267.5199890136719,-12,wowa.ca,0.8319999694824217,8.147999954223632,Standard
alberta real estate commission,480,4.940000057220459,LOW,1.1399999856948853,7.320000171661377,0,145.9199981689453,-19,wowa.ca,0.9119999885559082,8.784000205993651,Standard
alberta real estate commission calculator,390,0.0,LOW,1.0099999904632568,3.130000114440918,0,118.55999755859375,-19,wowa.ca,0.8079999923706055,3.756000137329101,Standard
alberta real estate market,110,1.159999966621399,LOW,0.4699999988079071,2.5299999713897705,0,33.439998626708984,-48,wowa.ca,0.3759999990463257,3.0359999656677243,Standard
alberta real estate news,70,0.6299999952316284,LOW,0.0,0.0,0,21.280000686645508,-29,wowa.ca,0.0,0.0,Standard
alberta realtor commission calculator,390,0.0,LOW,1.0099999904632568,3.130000114440918,0,118.55999755859375,-19,wowa.ca,0.8079999923706055,3.756000137329101,Standard
alberta realtor fees,880,9.050000190734863,LOW,1.0399999618530271,6.789999961853027,0,267.5199890136719,-12,wowa.ca,0.8319999694824217,8.147999954223632,Standard
alberta realtor fees calculator,390,0.0,LOW,1.0099999904632568,3.130000114440918,0,118.55999755859375,-19,wowa.ca,0.8079999923706055,3.756000137329101,Standard
alberta variable mortgage rates,140,1.7000000476837158,HIGH,0.6100000143051147,1.9100000858306885,0,42.560001373291016,-21,wowa.ca,0.48800001144409183,2.292000102996826,Conservative
alternative lenders for mortgages,140,9.770000457763672,MEDIUM,2.9700000286102295,13.0600004196167,0,42.560001373291016,-21,wowa.ca,2.3760000228881837,15.672000503540039,Standard
annual income calculator canada,210,0.0,LOW,0.0,0.0,0,63.84000015258789,-18,wowa.ca,0.0,0.0,Standard
annual income canada,110,0.0,LOW,0.0,0.0,0,33.439998626708984,-22,wowa.ca,0.0,0.0,Standard
annual salary calculator canada,210,0.0,LOW,0.0,0.0,0,63.84000015258789,-18,wowa.ca,0.0,0.0,Standard
are house prices dropping in ontario,110,0.0,LOW,0.0,0.0,0,33.439998626708984,-29,wowa.ca,0.0,0.0,Standard
are house prices going down in bc,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-18,wowa.ca,0.0,0.0,Standard
are housing prices in ontario going to fall,170,0.0,LOW,0.3400000035762787,3.740000009536743,0,51.68000030517578,-19,wowa.ca,0.27200000286102294,4.488000011444091,Standard
are mortgage rates expected to drop,70,0.5899999737739563,LOW,0.0700000002980232,1.1200000047683716,0,21.280000686645508,-22,wowa.ca,0.05600000023841856,1.3440000057220458,Standard
